cache ready!
159.011084977,123.268616731,0.498473684,0.005369636;3
168.551892368,132.207710066,0.494565890,0.003857732;3
179.210791708,140.659332928,0.494744541,0.003623488;3
159.083790257,124.758862028,0.494754152,0.004444529;3
489.680797414,384.552157861,0.497720822,0.001145813;3
388.979368072,305.308735442,0.497600002,0.001637687;3
97.391361530,74.629467037,0.497104189,0.007708801;3
293.628180482,228.710471355,0.496483359,0.001332418;3
124.817203167,96.986219356,0.496878462,0.007142520;3
2176.431969930,1670.752141904,0.502757915,0.000047352;3
194.470917765,150.982836313,0.496283722,0.002585167;3
51.885150668,39.772266683,0.489609584,0.014731093;3
114.902991961,88.639591746,0.488030563,0.002953380;3
827.464413068,643.912860551,0.495049596,0.000129059;3
271.773033235,208.856823269,0.498646367,0.001315666;3
54.249466194,40.794779844,0.491799116,0.012094775;3
66.410330124,50.889539779,0.490132269,0.009250984;3
321.416518878,249.301768469,0.496362629,0.000923702;3
86.486265465,66.244663369,0.495729416,0.008388465;3
89.474517170,68.645252545,0.492109103,0.005945372;3
80.537745830,62.483011966,0.491070514,0.008228508;3
71.384634099,54.717496303,0.492775671,0.009684950;3
57.580512757,43.029657783,0.495475232,0.012275121;3
60.514153222,46.896493771,0.489807469,0.012912381;3
93.557050974,71.649914640,0.493765861,0.006005644;3
1168.043413122,898.442681786,0.501315745,0.000124156;3
1273.557424731,984.261648010,0.493971241,0.000039498;3
848.651865083,656.313921627,0.492507053,0.000078253;3
148.962696488,116.324309402,0.493991564,0.003849729;3
48.853874204,37.704574633,0.483379758,0.012708745;3
428.671772374,327.865175459,0.494837192,0.000303899;3
73.699602940,56.761318249,0.493163330,0.010226748;3
52.552882389,40.560273091,0.491584886,0.018333315;3
43.538612686,33.054809433,0.482087748,0.013075625;3
88.379017149,68.077713880,0.487619839,0.004785785;3
124.218482689,95.523108660,0.492188609,0.003188478;3
58.504772138,45.136395105,0.491197652,0.014250592;3
72.010423118,55.278686000,0.492288049,0.009400533;3
1408.333496536,1093.671337387,0.497527601,0.000061301;3
97.618789318,76.247750898,0.491640450,0.006818353;3
106.938445493,83.503903593,0.491659693,0.005655089;3
871.114623723,676.996409254,0.495053118,0.000111411;3
202.614594643,157.965209479,0.494840697,0.002222240;3
340.788242150,37.626921513,0.963921146,0.001324958;0
35.733046362,4.200482957,0.915557260,0.106715559;0
46.260112466,4.022165195,1.077265010,0.112760314;0
37.302344100,4.110900999,0.985277204,0.114550218;0
131.005644045,10.488872850,1.086585497,0.014921620;0
92.475263853,6.808472252,1.109642200,0.033841889;0
