cache ready!
9.358101930,3.564745848,0.515976562,0.157617483;1
50.783200499,20.572615864,0.542166191,0.006449930;1
12.621739248,3.485558075,0.570121912,0.132178982;1
24.991180510,9.399927598,0.543225727,0.026263643;1
52.534329230,27.504321341,0.514092874,0.004988701;1
14.006518486,6.862740584,0.503581556,0.064723090;4
14.621694478,3.372156539,0.592202069,0.120084792;4
113.413113572,24.924448735,0.703078398,0.003466650;4
12.234020737,4.037621951,0.576202766,0.142268818;4
18.379173281,4.830113642,0.688857403,0.130237872;4
14.882023651,7.863169817,0.499187045,0.057428308;4
123.632312233,31.081500796,0.634321617,0.002041260;4
47.262340230,19.178406880,0.537041344,0.006919073;4
16.916207386,3.715202237,0.657410184,0.110038732;4
21.627093071,7.064357587,0.611041560,0.057103804;4
14.756030181,3.904657867,0.572162294,0.099926523;4
11.681462635,2.681004297,0.661742983,0.256093623;4
1413.721081006,304.072179707,0.708600237,0.000022867;4
18.822258025,3.000008065,0.701012399,0.140717487;4
14.124992538,3.747574315,0.582672181,0.114830302;4
22.594654235,5.286861448,0.640701140,0.064243173;4
31.704986097,4.085102604,0.826444474,0.084751564;4
9.130290892,1.620686646,0.686750463,0.520328369;4
85.603657913,11.864590902,0.746596045,0.009062479;4
12.310212796,4.016258609,0.551015286,0.118680313;4
128.886546497,71.397800298,0.537071555,0.001399878;4
31.555800702,14.761332347,0.527106876,0.015678321;4
19.940214934,4.701853262,0.672835253,0.097916979;4
27.180774442,11.028559458,0.546577249,0.023245137;4
50.363854476,24.679190946,0.549289514,0.008279513;4
11.391326444,4.948572785,0.508562921,0.099074303;4
11.423188785,4.858105528,0.508739617,0.099155023;4
43.100663256,22.511313877,0.533911959,0.010371089;4
13.320588330,3.723282681,0.612464824,0.151799324;4
9.118627259,4.266904997,0.507125062,0.155540591;4
25.498749768,14.079295136,0.521504791,0.027515495;4
41.855577809,22.139830978,0.529280250,0.010585681;4
8.669072558,3.732340368,0.483064439,0.141660583;4
24.382230503,3.167452659,0.755740171,0.118873835;4
35.436018982,19.034309000,0.530666816,0.015447092;4
18.550165003,8.874515454,0.512348329,0.039721826;4
13.827102010,7.091768307,0.545943797,0.111474484;4
37.634108425,16.227569020,0.565031727,0.014691263;4
153.651846430,100.766594304,0.511548122,0.001107663;4
32.963712356,18.259364760,0.544442702,0.025056575;4
19.070446802,12.239322542,0.513341616,0.067665406;4
16.636889891,6.471534244,0.587310025,0.083998709;4
20.138762165,8.308858299,0.568456737,0.053269022;4
8.855609196,3.459966518,0.520442145,0.178705393;4
25.740999570,13.689421569,0.523133869,0.025928936;4
23.307489621,5.818062275,0.596410044,0.047299646;4
11.420484788,3.556379973,0.569180336,0.153620448;4
9.827078931,5.144427193,0.459687036,0.088725818;4
12.391003266,3.631261193,0.591956036,0.154476302;4
215.604162374,22.043179231,1.043975437,0.004820802;4
64.693620059,26.643940551,0.533801445,0.003581128;4
19.392749301,12.071237571,0.510300790,0.053546886;4
22.497339211,9.587255925,0.520071266,0.027757296;4
8.105440746,3.588737102,0.488868884,0.168355840;4
25.705712657,4.555375389,0.764816920,0.099368580;4
16.149356553,4.364985774,0.624936871,0.110653916;4
16.939618849,3.861355300,0.626296591,0.109309900;4
60.168337399,20.558217039,0.578789658,0.005905541;4
50.421546430,6.203538199,0.939850624,0.050595833;4
93.483853834,44.305569168,0.604175167,0.006072319;4
31.082365907,6.108378509,0.679846952,0.039902004;4
17.208233354,8.787908362,0.533716348,0.062809506;2
250.280149151,40.440652038,0.814484325,0.001357798;2
29.070499792,2.029671913,1.190032372,0.454550134;2
11.605577349,2.319878532,0.671758672,0.304778093;2
25.279484126,1.381436135,1.150175858,0.612997667;2
14.642852347,4.338509925,0.650463192,0.165901749;2
44.501649436,3.555434306,1.048570427,0.116845088;2
17.742085846,2.263200333,0.816534251,0.295104124;2
39.709469357,20.704607064,0.556420476,0.017483706;2
92.729146562,19.594478430,0.734517426,0.006548535;2
24.631488464,9.949353336,0.605841032,0.051899238;2
36.231075160,15.976979296,0.574001862,0.018547184;2
12.036261168,4.491453934,0.545488846,0.117852963;2
9.681545778,3.218404489,0.553625277,0.194332540;2
27.615834343,17.819153670,0.518581120,0.038808253;2
23.331202827,7.778853382,0.606915645,0.048656345;2
15.662273704,2.165466730,0.768881416,0.280187240;2
33.593492096,3.278497613,0.926717088,0.128193647;2
139.535268836,44.129345079,0.630020003,0.001564953;2
10.390785788,3.426223963,0.586027462,0.210660571;2
16.494027938,6.022281880,0.627855927,0.128514130;2
23.924845249,11.793402298,0.549120742,0.037721291;2
27.337778940,2.107045209,1.013856827,0.286930679;2
16.221601042,4.281514054,0.675250486,0.151382502;2
27.129349393,1.346768074,1.201749443,0.651045139;2
32.981567652,2.369240276,1.121736737,0.280904813;2
54.428862534,2.818932529,1.115544516,0.129865331;2
17.688435865,3.198908954,0.719288816,0.167829590;2
14.809377268,2.333732795,0.745337481,0.289505010;2
68.964078887,3.779013366,1.323211239,0.123731966;2
15.181682219,2.374038694,0.791225083,0.325206013;2
88.362063886,6.853859435,1.184641320,0.048389636;2
26.354638902,2.585035842,0.923476286,0.216755155;2
35.351786989,4.130124172,0.960087924,0.130158071;2
23.959933749,4.210998910,0.818747753,0.147120473;2
18.623079002,5.793165953,0.651344142,0.106426998;2
7.709617610,3.549191880,0.505655397,0.213203935;2
9.484322579,2.475481143,0.617849476,0.301591001;2
25.223581365,2.805388394,0.909563154,0.216261642;2
17.677959401,3.633048663,0.672465709,0.130556732;2
35.824488722,2.347085365,1.229002755,0.347351873;2
23.721496988,12.892353696,0.537986643,0.040245966;2
23.652363261,2.791141015,0.906723349,0.237805001;2
121.392171814,25.989721996,0.669633500,0.002375989;2
52.957254312,4.049797467,1.140030386,0.117761120;2
19.514845308,6.394025886,0.573776825,0.054843299;2
50.421245506,2.918409748,1.179368656,0.162777415;2
39.809912028,2.692815862,1.285943925,0.328905696;2
79.174472522,2.031517046,1.760096805,0.327800992;2
39.710702533,8.507147219,0.729205859,0.034648483;2
32.481177734,2.865778441,0.985423681,0.185087739;2
35.375334567,2.819739502,1.118390738,0.244893144;2
24.326654784,2.851692775,0.829668413,0.171826586;2
75.842626403,4.595041242,1.131777564,0.058940159;2
22.227041585,2.940804476,0.895033754,0.249535034;2
30.341426602,3.307372251,0.814997792,0.107026854;2
37.203994615,4.579633540,0.796753529,0.060346510;2
104.319885025,45.585305488,0.546393821,0.001658886;2
21.256638108,2.392194067,0.830324737,0.225372950;2
21.520568472,9.081876838,0.594728327,0.064765584;2
61.179853899,10.519938926,0.781935903,0.016794924;0
22.979060580,13.619116076,0.515931105,0.036619250;0
8.996269934,3.114095868,0.573137107,0.256836797;0
120.055354777,34.498000869,0.626449434,0.001809977;0
20.615180914,8.823620902,0.579340815,0.059591528;0
35.778582848,15.221427930,0.528354798,0.011521117;0
89.628423281,25.369591467,0.638703304,0.004009985;0
21.863546556,9.352699669,0.552916200,0.039466504;0
21.903642558,9.006751394,0.543406502,0.035463940;0
26.526966402,7.805478559,0.597659784,0.035043398;0
146.738125877,45.648879518,0.623256758,0.001320112;0
403.105702475,118.242338611,0.605167763,0.000157681;0
14.821279115,3.766896508,0.585204826,0.098435330;0
50.601559541,10.219096261,0.692856832,0.017500504;0
10.127332659,2.614382565,0.545655869,0.180072299;0
23.976459382,7.976702514,0.578145273,0.037096922;0
19.988870825,4.726012979,0.661309585,0.092696775;0
37.952064968,9.814264988,0.628530321,0.020683676;0
27.934522040,15.594687071,0.517863891,0.022234484;0
15.164651156,4.481376864,0.628495902,0.126601146;0
25.470851455,9.556051218,0.529267943,0.022777099;0
15.059473692,6.563015068,0.560986765,0.090958977;0
44.972401976,27.619312178,0.519648429,0.011638516;0
51.903852921,9.132795971,0.690734810,0.017748823;0
18.368131432,4.058383924,0.702308306,0.119288882;0
14.460555053,4.184635621,0.574936165,0.103651189;0
102.890882607,56.076409979,0.569696431,0.004640293;0
30.919904455,10.930558474,0.549129023,0.017715292;0
38.914414225,10.585340810,0.645469692,0.022123851;0
30.956246356,6.871698691,0.635947254,0.031862833;0
11.993054072,4.524984042,0.524836513,0.102320021;0
17.359641190,4.328379174,0.602919370,0.087683524;0
10.513872276,4.336715897,0.539189328,0.136371095;0
14.880466373,6.433042768,0.521141767,0.064428871;0
14.295030226,4.356357322,0.564245651,0.085391410;0
13.999095999,2.992305845,0.644871522,0.160974697;0
122.950193393,72.670678260,0.536907278,0.002023426;0
22.678885320,8.646255191,0.592665177,0.049818463;0
176.331656844,43.749099899,0.654307938,0.001060100;0
14.657355172,3.933928931,0.589144217,0.103817598;0
31.625797725,8.794131986,0.588054400,0.022235725;0
27.072176929,4.697370490,0.690675791,0.061141843;0
13.323710820,4.006184323,0.562537423,0.112099830;0
46.574278959,25.225447203,0.541595229,0.011048296;0
11.275811321,2.568586432,0.572470665,0.182148999;0
26.131115305,3.785295510,0.748019966,0.097579454;0
33.028316758,9.491661942,0.607960669,0.024237122;0
36.645399481,6.006107320,0.746931887,0.047523650;0
68.976810866,10.605898618,0.758004561,0.012662104;0
18.581971344,4.666080896,0.633194433,0.082827403;0
13.223499086,3.741834179,0.594127490,0.133066852;0
12.174725618,3.214554692,0.570332301,0.136538132;0
128.282401549,24.154549752,0.723145393,0.002762435;0
20.564614455,9.830057926,0.548791138,0.048255256;0
635.721422465,114.220531991,0.698471663,0.000112250;0
25.098318965,6.508997495,0.650738619,0.052122038;0
24.864836878,5.362985472,0.683507435,0.057990299;0
25.768754030,6.885905509,0.623997450,0.038220994;0
37.837875981,11.694299084,0.623985676,0.020390530;0
194.611515664,43.389254482,0.680428760,0.001023822;0
15.169513654,7.475534226,0.521698036,0.066101520;0
162.362651056,115.150614975,0.510717784,0.001953657;3
26.662355369,2.729627910,0.932184755,0.209493803;3
92.722271817,59.196621199,0.531049780,0.005055992;3
471.428257991,337.078847076,0.509656053,0.000245044;3
50.828773344,35.321992658,0.506543457,0.012730804;3
66.731367354,49.210285098,0.504207752,0.013816849;3
82.652341079,59.644056876,0.506303802,0.007282169;3
19.475803516,11.015605268,0.535731664,0.063115043;3
76.350883136,26.794121031,0.693763560,0.013956422;3
28.578574100,16.662114232,0.531584512,0.030711636;3
174.123430506,107.668360907,0.547486777,0.002302655;3
69.039281210,49.276388711,0.506888468,0.009308212;3
90.590039285,67.934606860,0.496877231,0.005704248;3
162.912408323,112.604942254,0.517272131,0.002039338;3
480.326704612,369.792003769,0.496803581,0.000346865;3
298.834020849,171.666951580,0.566425187,0.000827859;3
176.746149013,115.668318952,0.523195686,0.001246396;3
20.316706793,5.118565217,0.696028461,0.110344726;3
64.524362850,46.903723217,0.505477588,0.012663029;3
126.824331639,82.581901222,0.531604384,0.003489889;3
37.466091956,26.176937527,0.492751210,0.015104628;3
363.409189052,279.362453640,0.498485411,0.000724105;3
32.564691682,21.050826042,0.527809616,0.039537067;3
73.349296828,51.492607088,0.506092070,0.006578935;3
71.954746088,53.965065900,0.498040012,0.009854762;3
184.092961172,140.530459385,0.496657834,0.001879776;3
293.545027489,218.484746101,0.501121506,0.000656577;3
619.345161361,444.364239952,0.509911844,0.000153187;3
437.914676923,300.466997092,0.520743661,0.000317109;3
42.326861887,29.166880818,0.502099635,0.014622882;3
96.775830695,64.164598152,0.527983036,0.006213528;3
121.697271785,92.903089615,0.498063717,0.004985398;3
135.107353334,99.796069587,0.500703290,0.002653586;3
68.103244758,47.009936447,0.514323202,0.009596095;3
211.859824708,150.721355673,0.505262926,0.000868156;3
35.101759406,8.161650878,0.803564837,0.080509767;3
123.484792550,96.430110543,0.494265347,0.005820777;3
116.343786370,86.780082953,0.501112875,0.004369558;3
62.802856393,34.868485758,0.569684314,0.014717800;3
85.410623221,66.169404192,0.490242209,0.006666372;3
66.199280600,11.625358371,0.836429735,0.021995749;3
94.784818204,72.029868533,0.498158630,0.007420107;3
1223.189368169,809.362231576,0.534374951,0.000061779;3
87.989436602,63.270797776,0.506776595,0.006302675;3
226.747789906,172.314981548,0.497050367,0.001167547;3
198.013610134,151.032007667,0.494604469,0.001330606;3
215.529841256,156.242448094,0.514064274,0.002593694;3
62.474793167,45.756181036,0.501585034,0.011620851;3
282.080202497,208.374925287,0.504885309,0.000854087;3
348.288452376,257.125236684,0.508348176,0.000818529;3
1112.969820281,838.095958976,0.504675790,0.000094705;3
137.110814423,105.998464985,0.494795329,0.003771378;3
158.511732370,116.253610183,0.505717717,0.002511501;3
128.354747134,94.458894884,0.505820894,0.004148871;3
131.051502754,93.952638854,0.506217378,0.002630000;3
36.022525468,15.664465834,0.602607492,0.027746541;3
62.676390004,38.810098857,0.527605764,0.007747563;3
782.039442917,606.051132046,0.499571917,0.000282213;3
202.935611164,154.865772362,0.495483066,0.001378330;3
263.937168010,203.123586652,0.494424449,0.000878622;3
515.860188281,386.826632569,0.506299313,0.000490700;3
625.856064769,476.592911785,0.501955869,0.000297737;3
338.353334696,246.904485826,0.512029414,0.000985231;3
44.215145788,24.017495711,0.551457112,0.014987804;3
